1c:b9:c4:15:3a:38,32.102024057403575,35.20952874640664,697.4653453661675,5.244077477105735E-4
24:79:2a:2b:34:a8,32.105338150765675,35.21187487697705,692.0554072332519,1.1814744801512288E-4
1c:b9:c4:16:ed:48,32.103733985910026,35.210213123845406,702.116404996903,4.392980953341518E-4
1c:b9:c4:16:04:7c,32.102271738464836,35.20927735809509,704.3875712040443,4.2327137768990156E-4
ec:8c:a2:08:92:4c,32.10461272357625,35.20792963641949,689.6670161410832,1.2913223140495868E-4
00:1a:dd:f4:fc:65,32.106211489963755,35.21194838735254,689.2763252871639,1.234567901234568E-4
00:1a:dd:f4:fc:64,32.106211489963755,35.21194838735254,689.2763252871639,1.321178491214163E-4
cc:fa:00:ae:93:46,32.10263460161589,35.20757686137406,692.0341048029707,1.3520822065981613E-4
ec:8c:a2:09:93:b8,32.10297429619621,35.20769754582129,690.9460551220589,1.234567901234568E-4
1c:b9:c4:15:3a:2c,32.105338150765675,35.21187487697705,692.0554072332519,1.1814744801512288E-4
b2:6c:ac:a0:3d:eb,32.1033033876562,35.20910102456022,690.9516370379959,5.262621607281647E-4
b2:6c:ac:9f:f1:c5,32.10439907437414,35.209501432834735,720.9522612107127,4.1733673857778165E-4
1c:b9:c4:16:12:e8,32.10358120061593,35.20879532777539,702.3207686528216,2.469135802469136E-4
1c:b9:c4:16:e5:a8,32.10345565953009,35.209825133979464,700.0370210854404,4.8577671643613616E-4
1c:b9:c4:16:ed:38,32.10310495972481,35.20976574818861,698.5797077995546,6.271815265298188E-4
1c:b9:c4:16:05:3c,32.10487378475085,35.209622169410956,689.9320803286963,4.3865672943510113E-4
1c:b9:c4:96:ed:37,32.10294447969606,35.20968831872878,698.1641498759643,3.0078035544626026E-4
1c:b9:c4:15:23:5c,32.104079300627305,35.20894493919268,693.2106002961864,1.2075836251660427E-4
ec:8c:a2:08:a9:28,32.10336860572801,35.20778829895446,690.7184156662418,4.907219199991517E-4
1c:b9:c4:15:3a:3c,32.102049198139355,35.20957634222167,691.3318336450411,2.808388485265323E-4
1c:b9:c4:96:04:77,32.10204989920807,35.20981699968769,691.9252951056196,1.3520822065981613E-4
1c:b9:c4:14:36:fc,32.10423235881814,35.2111784466841,704.2993113818352,2.651801461325271E-4
1c:b9:c4:16:04:78,32.102065248279395,35.209348690824505,690.1654353221011,5.302262472175892E-4
d0:0f:6d:f1:35:2f,32.10251814263996,35.20734901460898,698.9056862429085,1.384083044982699E-4
